0.000000000000000000e+00 9.000000000000000000e+01 1.250000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.584960567332827919e-01 8.000000000000000167e-02 8.000000000000000167e-02 1.110000000000000014e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.310272536687630829e-01 9.000000000000000000e+01 1.250000000000000000e-01 1.250000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.564384863133110315e-01 8.200000000000000344e-02 8.200000000000000344e-02 1.049999999999999961e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.310272536687630829e-01 6.750000000000000000e+01 1.250000000000000000e-01 1.250000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.574960316960398732e-01 8.200000000000000344e-02 8.400000000000000522e-02 1.049999999999999961e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.310272536687630829e-01 4.500000000000000000e+01 1.250000000000000000e-01 1.250000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.608384282439989377e-01 8.300000000000000433e-02 8.799999999999999489e-02 1.059999999999999970e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.310272536687630829e-01 2.250000000000000000e+01 1.250000000000000000e-01 1.250000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.626530048907796622e-01 8.599999999999999312e-02 8.599999999999999312e-02 1.079999999999999988e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.310272536687630829e-01 1.125000000000000000e+01 1.250000000000000000e-01 1.250000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.612482558045202630e-01 8.599999999999999312e-02 8.200000000000000344e-02 1.089999999999999997e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.310272536687630829e-01 0.000000000000000000e+00 1.250000000000000000e-01 1.250000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.593267083699402842e-01 8.200000000000000344e-02 8.100000000000000255e-02 1.100000000000000006e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.620545073375261658e-01 9.000000000000000000e+01 1.250000000000000000e-01 2.500000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.514034345713465013e-01 8.100000000000000255e-02 8.100000000000000255e-02 9.900000000000000466e-02 0.000000000000000000e+00 0.000000000000000000e+00
2.620545073375261658e-01 6.750000000000000000e+01 1.250000000000000000e-01 2.500000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.558236182354908739e-01 8.400000000000000522e-02 8.500000000000000611e-02 1.000000000000000056e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.620545073375261658e-01 4.500000000000000000e+01 1.250000000000000000e-01 2.500000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.614341971206844362e-01 8.599999999999999312e-02 9.199999999999999845e-02 1.010000000000000064e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.620545073375261658e-01 2.250000000000000000e+01 1.250000000000000000e-01 2.500000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.678868666691948341e-01 8.699999999999999400e-02 9.900000000000000466e-02 1.039999999999999952e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.620545073375261658e-01 1.125000000000000000e+01 1.250000000000000000e-01 2.500000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.667153262300739847e-01 8.799999999999999489e-02 9.500000000000000111e-02 1.049999999999999961e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.620545073375261658e-01 0.000000000000000000e+00 1.250000000000000000e-01 2.500000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.569808905567808277e-01 8.699999999999999400e-02 7.499999999999999722e-02 1.069999999999999979e-01 0.000000000000000000e+00 0.000000000000000000e+00
5.241090146750523315e-01 9.000000000000000000e+01 1.250000000000000000e-01 5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.436384349678037908e-01 7.799999999999999989e-02 7.799999999999999989e-02 9.199999999999999845e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.241090146750523315e-01 6.750000000000000000e+01 1.250000000000000000e-01 5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.537140201803335604e-01 8.599999999999999312e-02 8.599999999999999312e-02 9.400000000000000022e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.241090146750523315e-01 4.500000000000000000e+01 1.250000000000000000e-01 5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.611055554597668193e-01 9.099999999999999756e-02 9.299999999999999933e-02 9.500000000000000111e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.241090146750523315e-01 2.250000000000000000e+01 1.250000000000000000e-01 5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.750285690965906471e-01 9.700000000000000289e-02 1.049999999999999961e-01 1.010000000000000064e-01 0.000000000000000000e+00 0.000000000000000000e+00
5.241090146750523315e-01 1.125000000000000000e+01 1.250000000000000000e-01 5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.807041781476012299e-01 9.299999999999999933e-02 1.130000000000000032e-01 1.059999999999999970e-01 0.000000000000000000e+00 0.000000000000000000e+00
5.241090146750523315e-01 0.000000000000000000e+00 1.250000000000000000e-01 5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.557497993578161877e-01 9.500000000000000111e-02 6.800000000000000488e-02 1.029999999999999943e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.048218029350104663e+00 9.000000000000000000e+01 1.250000000000000000e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.330939517784335835e-01 7.299999999999999545e-02 7.299999999999999545e-02 8.400000000000000522e-02 0.000000000000000000e+00 0.000000000000000000e+00
1.048218029350104663e+00 6.750000000000000000e+01 1.250000000000000000e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.460787458872782330e-01 8.500000000000000611e-02 8.300000000000000433e-02 8.500000000000000611e-02 0.000000000000000000e+00 0.000000000000000000e+00
1.048218029350104663e+00 4.500000000000000000e+01 1.250000000000000000e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.601155832515998301e-01 9.500000000000000111e-02 9.600000000000000200e-02 8.599999999999999312e-02 0.000000000000000000e+00 0.000000000000000000e+00
1.048218029350104663e+00 2.250000000000000000e+01 1.250000000000000000e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.721336689901194206e-01 1.010000000000000064e-01 1.019999999999999934e-01 9.500000000000000111e-02 0.000000000000000000e+00 0.000000000000000000e+00
1.048218029350104663e+00 1.125000000000000000e+01 1.250000000000000000e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.873232500251904020e-01 1.049999999999999961e-01 1.160000000000000059e-01 1.029999999999999943e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.048218029350104663e+00 0.000000000000000000e+00 1.250000000000000000e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.304223907157049389e-01 8.000000000000000167e-02 6.099999999999999867e-02 8.300000000000000433e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.000000000000000000e+01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.463726317133038468e-01 1.829999999999999960e-01 1.819999999999999951e-01 2.310000000000000109e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.298026998961578360e-01 9.000000000000000000e+01 1.000000000000000000e+00 2.500000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.207007951346550478e-01 1.719999999999999862e-01 1.719999999999999862e-01 2.089999999999999913e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.298026998961578360e-01 6.750000000000000000e+01 1.000000000000000000e+00 2.500000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.239428962024016867e-01 1.729999999999999871e-01 1.769999999999999907e-01 2.089999999999999913e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.298026998961578360e-01 4.500000000000000000e+01 1.000000000000000000e+00 2.500000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.292172534968360043e-01 1.719999999999999862e-01 1.839999999999999969e-01 2.119999999999999940e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.298026998961578360e-01 2.250000000000000000e+01 1.000000000000000000e+00 2.500000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.363539802053782668e-01 1.779999999999999916e-01 1.829999999999999960e-01 2.190000000000000002e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.298026998961578360e-01 0.000000000000000000e+00 1.000000000000000000e+00 2.500000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.347730574583325236e-01 1.900000000000000022e-01 1.620000000000000051e-01 2.230000000000000038e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.596053997923156720e-01 9.000000000000000000e+01 1.000000000000000000e+00 5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.010913482649410500e-01 1.640000000000000069e-01 1.640000000000000069e-01 1.920000000000000040e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.596053997923156720e-01 6.750000000000000000e+01 1.000000000000000000e+00 5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.042926223226583571e-01 1.670000000000000095e-01 1.680000000000000104e-01 1.910000000000000031e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.596053997923156720e-01 4.500000000000000000e+01 1.000000000000000000e+00 5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.172207433318319225e-01 1.739999999999999880e-01 1.829999999999999960e-01 1.920000000000000040e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.596053997923156720e-01 2.250000000000000000e+01 1.000000000000000000e+00 5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.356218109718139275e-01 1.749999999999999889e-01 2.010000000000000120e-01 2.039999999999999869e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.596053997923156720e-01 0.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.186816593404772635e-01 1.890000000000000013e-01 1.459999999999999909e-01 2.109999999999999931e-01 0.000000000000000000e+00 0.000000000000000000e+00
