0.000000000000000000e+00 9.000000000000000000e+01 3.512519283256200584e-04 0.000000000000000000e+00 0.000000000000000000e+00
1.310272536687630829e-01 9.000000000000000000e+01 1.047912694226946131e-03 6.986084628179642679e-04 0.000000000000000000e+00
1.310272536687630829e-01 6.750000000000000000e+01 6.897933023553917686e-04 -2.331837846498958575e-02 5.518346418843134149e-03
1.310272536687630829e-01 4.500000000000000000e+01 -7.040009144947416767e-03 -3.376619417771681286e-02 1.280231672001219331e-02
1.310272536687630829e-01 2.250000000000000000e+01 -2.831600737701832696e-02 -3.006390906695772386e-02 2.143445368662726808e-02
1.310272536687630829e-01 1.125000000000000000e+01 -2.035962505715592161e-02 -1.464464258497180128e-02 1.827221460143271109e-02
1.310272536687630829e-01 0.000000000000000000e+00 -1.427158735809501205e-03 -5.286578853684584939e-03 0.000000000000000000e+00
2.620545073375261658e-01 9.000000000000000000e+01 -6.941655124653740155e-04 0.000000000000000000e+00 2.839768005540166526e-04
2.620545073375261658e-01 6.750000000000000000e+01 9.319526627218936363e-03 -3.387984878369493941e-02 -4.694280078895465141e-03
2.620545073375261658e-01 4.500000000000000000e+01 2.052019509221155238e-02 -4.531992074378905777e-02 1.808870598994055711e-03
2.620545073375261658e-01 2.250000000000000000e+01 1.057908163265305901e-02 -4.377551020408162324e-02 1.312213010204081425e-02
2.620545073375261658e-01 1.125000000000000000e+01 -3.081214815877227065e-02 -4.399315142170747567e-02 2.787765785793681547e-02
2.620545073375261658e-01 0.000000000000000000e+00 -1.510649519250273831e-03 -1.009270152947381108e-02 0.000000000000000000e+00
5.241090146750523315e-01 9.000000000000000000e+01 1.023923900118906211e-03 0.000000000000000000e+00 0.000000000000000000e+00
5.241090146750523315e-01 6.750000000000000000e+01 7.158205430932702666e-03 -3.545016022938100170e-02 -2.120627424523528065e-02
5.241090146750523315e-01 4.500000000000000000e+01 2.536446425849717828e-02 -4.713077274805670819e-02 -1.386636945587562883e-02
5.241090146750523315e-01 2.250000000000000000e+01 4.254697142857143816e-02 -3.497485714285715475e-02 1.197257142857142791e-02
5.241090146750523315e-01 1.125000000000000000e+01 4.212691920271054158e-02 -2.559323585971124901e-02 1.668044320991422802e-02
5.241090146750523315e-01 0.000000000000000000e+00 -1.608316896778435191e-03 -1.985848126232741748e-02 0.000000000000000000e+00
1.048218029350104663e+00 9.000000000000000000e+01 1.366005791935843072e-03 3.415014479839607680e-04 2.967810202717753370e-04
1.048218029350104663e+00 6.750000000000000000e+01 5.683974269980103869e-03 -2.840413716507011674e-02 -4.015757323337499490e-02
1.048218029350104663e+00 4.500000000000000000e+01 1.914843749999999706e-02 -3.482999999999999291e-02 -3.633749999999999480e-02
1.048218029350104663e+00 2.250000000000000000e+01 3.366216712887167006e-02 -2.946272845734905846e-02 9.293795315580208327e-03
1.048218029350104663e+00 1.125000000000000000e+01 4.995590828924161009e-02 -1.103787687914671925e-02 2.284538506760729060e-02
1.048218029350104663e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.358643250688704757e-02 0.000000000000000000e+00
0.000000000000000000e+00 9.000000000000000000e+01 2.094381688466112005e-03 0.000000000000000000e+00 0.000000000000000000e+00
1.298026998961578360e-01 9.000000000000000000e+01 -6.977416756436756505e-04 -1.046612513465513530e-03 -2.296872118865305769e-03
1.298026998961578360e-01 6.750000000000000000e+01 -4.822035512879133817e-03 -3.136314014631915587e-02 1.458476223136716959e-02
1.298026998961578360e-01 4.500000000000000000e+01 -5.357428833792469113e-03 -3.402901744719926541e-02 2.993337006427914532e-02
1.298026998961578360e-01 2.250000000000000000e+01 -1.922172423812835984e-02 -1.940877352094321287e-02 2.982940767286846803e-02
1.298026998961578360e-01 0.000000000000000000e+00 -3.730771601405312400e-04 -3.499071049318034764e-03 0.000000000000000000e+00
2.596053997923156720e-01 9.000000000000000000e+01 -6.904960308758388565e-04 1.380992061751677713e-03 -2.948993465198895478e-04
2.596053997923156720e-01 6.750000000000000000e+01 1.021946687171600837e-02 -3.906651287966167452e-02 -8.689222094066386542e-03
2.596053997923156720e-01 4.500000000000000000e+01 2.246493414026343866e-02 -5.316055535777856889e-02 -1.259522961908152204e-03
2.596053997923156720e-01 2.250000000000000000e+01 1.760339529272952550e-02 -3.646597222833695973e-02 3.190153122771178379e-02
2.596053997923156720e-01 0.000000000000000000e+00 -1.168330078124999935e-03 -9.326035156249998931e-03 0.000000000000000000e+00
